year,week_no,geo_zone,indexed_volume_current,yoy_vol_Growth,yoy_txn_Growth,ats_current,ATS_prior,ATS_YOY_Growth
2018,49,Victoria,1.015303716,0.086546066,0.116267136,58.78823652,59.25908333,-0.007945564
2018,49,WhiteHorse,0.832826401,0.041023102,0.106063204,80.0357509,86.15485897,-0.071024527
2018,49,Windsor,0.976631327,0.091570602,0.103104715,57.21789669,58.19937559,-0.01686408
2018,49,WinniPeg,1.008842186,-0.015911592,0.067670262,65.22576718,71.388209,-0.086322964
2018,49,YellowKnife,0.937629456,0.072422934,0.113027666,91.78184273,96.19458119,-0.045873046
2018,50,Calgary,1.046661785,-0.00941651,0.050033244,67.59338436,73.02059162,-0.07432434
2018,50,Charlottetown,1.046085047,0.003015278,0.093183698,52.47714673,55.23370981,-0.049907259
2018,50,Edmonton,1.037537196,0.014585329,0.039186502,70.35874337,73.56343292,-0.043563621
2018,50,GreaterSudbury,1.019644483,0.087388886,0.072063928,66.0438535,67.19509183,-0.017132774
2018,50,Halifax,1.107292328,0.053820413,0.08626624,54.99332694,59.56343746,-0.076726776
2018,50,Hamilton,0.973403625,0.012221679,0.049997384,74.59851429,75.72204346,-0.014837544
2018,50,Iqaluit,1.113703869,0.238956144,0.052641774,79.62446052,72.23697823,0.102267322
2018,50,Kelowna,1.019347808,0.05458431,0.079677338,67.24865528,69.92732188,-0.038306438
2018,50,Kitchener-Cambridge-Waterloo,1.012085406,0.098850608,0.089648869,77.06877203,78.39793113,-0.016954007
2018,50,London,1.021973091,0.049701774,0.072737626,64.54894965,65.49396592,-0.014429059
2018,50,Moncton,1.103269817,0.043667464,0.087630677,58.27721952,53.66061009,0.086033488
2018,50,Montreal,1.055313786,0.122193676,0.121866855,73.20791459,73.6617382,-0.006160914
2018,50,Oshawa,0.981783256,-0.017451792,0.06633441,56.63438146,61.76851446,-0.083118933
2018,50,"Ottawa-Gatineau, Ontario",1.285978732,0.197535666,0.089128822,124.521756,113.9645484,0.092635892
2018,50,"Ottawa-Gatineau, Quebec",0.924838416,-0.047909631,0.046265701,56.21035598,78.2309695,-0.281482048
2018,50,QuebecCity,1.033054466,0.084900863,0.106226488,54.35698735,55.76570896,-0.025261431
2018,50,Regina,1.033213715,-0.036867582,0.044795509,81.42005823,89.19948628,-0.087213821
2018,50,Saskatoon,1.002450285,-0.025878705,-1.49E-04,68.56151427,71.78210334,-0.044866184
2018,50,Sherbrooke,1.109772974,0.1132206,0.144894849,56.44304107,58.55948202,-0.036141729
2018,50,St.Catherine,1.040431452,0.049489926,0.066176936,57.83526041,59.31178798,-0.024894336
2018,50,StJohn,1.261868339,-0.052822806,-0.008202295,59.28447654,61.79410224,-0.040612706
2018,50,Toronto,0.988383974,0.031360356,0.082269056,74.097188,79.41835724,-0.067001754
2018,50,Vancouver,1.106535922,0.120113113,0.098869502,72.18480022,72.44956802,-0.003654512
2018,50,Victoria,1.03073437,0.033572874,0.087129474,56.32062535,59.48579661,-0.053208857
2018,50,WhiteHorse,0.871611845,0.102839763,0.142071371,76.72720014,78.54958891,-0.023200488
2018,50,Windsor,0.935323276,0.003001267,0.036378985,55.52998346,57.79301763,-0.039157571
2018,50,WinniPeg,1.036737259,-0.008658787,0.05469213,63.95438265,68.30410298,-0.063681684
2018,50,YellowKnife,0.954928523,0.049665645,0.025147929,89.50980913,88.90863228,0.006761738
2018,51,Calgary,1.013633905,-0.031655944,0.020274677,64.2786821,69.37856554,-0.073508055
2018,51,Charlottetown,0.881849705,-0.060826265,0.018856013,51.49106055,52.44214819,-0.01813594
2018,51,Edmonton,0.983090994,-0.089535595,0.003245306,65.08850584,72.85179455,-0.106562766
2018,51,GreaterSudbury,0.968271951,-0.01635571,-0.020532339,64.44688637,66.27992753,-0.027656053
2018,51,Halifax,0.949862593,-0.057247978,0.005689869,51.33061501,57.04455632,-0.100166286
2018,51,Hamilton,0.938341414,-0.05752675,0.013200397,71.84634098,76.03054763,-0.055033231
2018,51,Iqaluit,1.154862376,0.103067752,0.031319487,85.47496737,83.96319741,0.01800515
2018,51,Kelowna,0.960691876,-0.027268315,0.02178374,64.20197347,67.8132789,-0.053253662
2018,51,Kitchener-Cambridge-Waterloo,0.929169916,-0.004334691,-0.00416141,72.851089,76.39372222,-0.046373355
2018,51,London,0.984446945,-0.018954362,0.052638987,59.88434692,63.91488667,-0.063061048
2018,51,Moncton,0.872430335,-0.139025501,-0.095751764,54.40209263,51.6706313,0.052862937
2018,51,Montreal,0.966605899,-0.062710136,-0.033565831,71.04550059,73.72919576,-0.036399355
2018,51,Oshawa,0.935297469,-0.070457684,0.002087026,54.89985124,60.10243399,-0.086561931
2018,51,"Ottawa-Gatineau, Ontario",0.860924944,-0.278130856,-0.054039738,90.51355619,115.3081421,-0.215028926
2018,51,"Ottawa-Gatineau, Quebec",0.876158719,-0.144234014,-0.056604227,55.96753738,75.78497993,-0.26149565
2018,51,QuebecCity,0.913696582,-0.112200993,-0.069658457,51.78296164,54.31604528,-0.04663601
2018,51,Regina,0.999358449,-0.031237309,-0.029151768,80.6815405,82.70036438,-0.024411306
2018,51,Saskatoon,0.957366982,-0.069690088,-0.048814354,66.83801033,69.52283198,-0.038617841
2018,51,Sherbrooke,0.920756583,-0.142705186,-0.078582851,53.10315986,57.25088707,-0.072448261
2018,51,St.Catherine,1.047133659,0.007618644,0.026713684,56.92117825,58.560487,-0.027993427
2018,51,StJohn,1.256475302,-0.011919456,0.047392414,55.7789005,59.45592459,-0.061844536
2018,51,Toronto,0.935453744,-0.051729212,0.005988304,71.25601227,77.82329394,-0.084387095
2018,51,Vancouver,0.988501283,-0.092647312,0.048526276,64.79292494,76.00595079,-0.147528262
2018,51,Victoria,0.988535955,0.008135173,0.065489001,53.43700683,56.6737195,-0.057111351
2018,51,WhiteHorse,0.820288984,-0.078504859,2.56E-04,75.24586111,81.73768853,-0.079422694
2018,51,Windsor,0.943929187,-0.018956467,0.026117058,54.29811149,57.74761379,-0.05973411
2018,51,WinniPeg,0.986516937,-0.034369373,-0.007964385,63.13715467,65.50737544,-0.036182502
2018,51,YellowKnife,0.932960272,0.013391562,0.026912149,85.54658767,88.28085515,-0.030972372
2018,52,Calgary,1.09901069,0.098103634,0.042546967,69.41771681,67.18503115,0.033231892
2018,52,Charlottetown,1.100222893,0.110663103,0.053484556,57.05013825,53.49040628,0.06654898
2018,52,Edmonton,1.055302716,0.081610423,0.031653722,71.06590806,69.40045557,0.023997717
2018,52,GreaterSudbury,1.023041501,0.064769432,0.037682461,66.05992585,65.65658732,0.006143154
2018,52,Halifax,1.115779881,0.10491341,0.040089231,57.34267313,56.37255318,0.017209083
2018,52,Hamilton,0.980487249,0.02535543,0.008268723,75.0162126,73.95484294,0.014351591
2018,52,Iqaluit,1.200889564,0.11201502,0.004121933,89.24187284,85.1726596,0.04777605
2018,52,Kelowna,1.108208462,0.161986037,0.092430306,71.27613887,66.24028336,0.076024064
2018,52,Kitchener-Cambridge-Waterloo,1.032485287,0.119486631,0.05455277,79.08067126,76.50072396,0.033724482
2018,52,London,1.011767149,0.04288296,-0.011771331,63.57327227,60.11856611,0.05746488
2018,52,Moncton,1.081399837,0.080967829,0.022814599,58.83115064,50.57059461,0.163347022
2018,52,Montreal,1.039764579,0.082014626,0.056641078,72.91161879,71.43052336,0.020734769
2018,52,Oshawa,1.00606037,0.048401975,0.04112602,57.89754239,58.01973117,-0.002105987
2018,52,"Ottawa-Gatineau, Ontario",1.210010048,0.439060157,0.048940794,118.9452986,87.70453299,0.356204686
2018,52,"Ottawa-Gatineau, Quebec",0.935957834,0.015750301,0.036673857,56.36869599,74.542965,-0.243809312
2018,52,QuebecCity,0.999434166,0.052406032,0.036733291,53.60067301,52.76075356,0.015919398
2018,52,Regina,1.112401014,0.123089245,0.020545215,87.70632167,81.64861537,0.074192395
2018,52,Saskatoon,1.043394015,0.077352843,-0.020545472,73.90351132,67.95604473,0.087519317
2018,52,Sherbrooke,1.053706893,0.084755528,0.065288232,55.41802677,54.9188314,0.009089694
2018,52,St.Catherine,1.063145564,0.009046439,0.009159636,57.8321603,57.81468569,3.02E-04
2018,52,StJohn,1.3933346,0.105801464,0.048412359,61.54006746,57.44164802,0.071349266
2018,52,Toronto,1.024050059,0.09766745,0.020398345,78.50976629,74.79597198,0.04965233
2018,52,Vancouver,1.082861827,0.115259976,0.079332554,69.34626755,68.43483001,0.013318328
2018,52,Victoria,1.083084491,0.151210875,0.103844258,57.01979455,54.9434911,0.037789798
2018,52,WhiteHorse,1.439647546,0.897344597,0.234395489,113.6814823,75.03267527,0.515093017
2018,52,Windsor,0.972398757,0.050185332,0.027122164,56.31180037,55.71986433,0.010623429
2018,52,WinniPeg,1.169390716,0.185553054,0.039312509,73.3161972,64.9028306,0.129630195
2018,52,YellowKnife,1.166577884,0.156107328,0.032178983,103.6559454,95.56552447,0.084658363
2019,1,Calgary,0.943304632,0.032519848,0.035349316,65.02348428,66.89996804,-0.028049098
2019,1,Charlottetown,0.93963336,0.052999619,0.052084412,49.57196327,48.96480736,0.012399843
2019,1,Edmonton,0.947657195,-0.024569913,-0.018862337,66.40350915,68.36320219,-0.028665905
2019,1,GreaterSudbury,0.921176431,6.83E-06,0.005647152,61.5942344,63.61355214,-0.031743515
2019,1,Halifax,0.983800109,-0.014377016,0.022028969,52.22803399,54.9155543,-0.048939146
2019,1,Hamilton,0.911429837,0.047743741,0.074849827,70.110534,71.36988978,-0.017645478
2019,1,Iqaluit,0.989033618,0.080511718,0.074955572,88.21640428,83.25270509,0.059622077
2019,1,Kelowna,0.922182687,0.00833725,-0.013468472,63.92961656,64.51211866,-0.009029344
2019,1,Kitchener-Cambridge-Waterloo,0.881854394,0.088429959,0.068596734,70.96167108,71.59747059,-0.008880195
2019,1,London,0.937528208,0.071951434,0.064184308,60.61289957,59.95731989,0.010934106
2019,1,Moncton,0.975749039,0.001914444,0.014570286,54.31529768,49.63605685,0.094271002
2019,1,Montreal,0.963381798,0.092010023,0.088233024,68.60609235,68.62698247,-3.04E-04
2019,1,Oshawa,0.937286159,0.026090443,0.084336919,54.28522138,58.10395526,-0.065722443
2019,1,"Ottawa-Gatineau, Ontario",0.9372315,0.080216122,0.064290392,92.9000157,90.63391648,0.025002773
2019,1,"Ottawa-Gatineau, Quebec",0.892514562,-0.052181593,0.009854436,54.19514512,74.12922723,-0.268909887
2019,1,QuebecCity,0.965325402,0.019816954,0.037565366,52.24232902,52.92493684,-0.012897659
2019,1,Regina,0.964927423,0.04150796,-0.014931119,79.78952879,77.98784336,0.023102132
2019,1,Saskatoon,0.916863587,-0.028722787,-0.042551173,64.44742815,65.67010816,-0.018618517
2019,1,Sherbrooke,1.016674044,0.105892008,0.083542003,54.21068462,53.6395196,0.010648213
2019,1,St.Catherine,1.009958949,0.090783256,0.108600664,55.58183527,56.94485888,-0.02393585
2019,1,StJohn,1.236490036,-0.013418118,0.008447098,55.99824405,56.37941322,-0.006760786
2019,1,Toronto,0.935793793,0.071506734,0.086896307,71.65359421,75.3106925,-0.048560147
2019,1,Vancouver,0.97394246,0.018731674,0.018842598,65.73021227,67.23910134,-0.022440649
2019,1,Victoria,0.936286628,-0.049967484,-0.041065297,53.59323995,54.65457314,-0.019418928
2019,1,WhiteHorse,0.83882763,0.026903361,0.092201564,76.08800931,80.27548476,-0.052163814
2019,1,Windsor,0.915319362,0.118288931,0.139048873,52.59940618,54.35582941,-0.032313429
2019,1,WinniPeg,0.964661195,-0.007257047,-0.009562678,63.00225816,63.62239551,-0.009747155
2019,1,YellowKnife,1.035046793,0.08547134,-0.005015811,95.55636293,90.34698274,0.057659703
2019,2,Calgary,0.993072491,-0.019940307,-0.015900157,65.45766746,67.3362024,-0.027897845
2019,2,Charlottetown,0.858395533,-0.072241692,-0.021300142,46.3193368,48.11722084,-0.037364669
2019,2,Edmonton,0.998606768,-0.003349234,0.002117373,65.96505456,67.52356115,-0.02308093
2019,2,GreaterSudbury,0.928770815,-0.048447137,-0.018969181,60.48608804,63.85894921,-0.052817361
2019,2,Halifax,0.981301306,-0.038599413,-0.016967998,51.76953665,53.57652256,-0.033727197
2019,2,Hamilton,0.924588371,-0.030801715,-0.0203543,69.91240025,69.70923864,0.002914414
2019,2,Iqaluit,0.998103549,0.123693839,0.09414791,91.56999747,84.8194294,0.07958752
2019,2,Kelowna,0.984059802,0.079250048,0.053710426,64.07253515,62.86222337,0.019253404
2019,2,Kitchener-Cambridge-Waterloo,0.904699841,0.020969112,-7.38E-04,70.29817813,70.99437249,-0.009806332
2019,2,London,0.95148544,-0.014261341,-0.025966346,61.37650232,60.41224079,0.01596136
2019,2,Moncton,0.976151633,-0.070982758,-0.057048376,54.96253011,50.49586738,0.088456006
2019,2,Montreal,1.020466639,0.043130541,0.035730043,70.55062339,70.33088365,0.00312437
2019,2,Oshawa,0.968924854,-0.042920146,3.06E-04,53.83741984,56.84221115,-0.052861971
2019,2,"Ottawa-Gatineau, Ontario",1.18174859,0.038711786,-0.013385098,115.2945755,109.874689,0.049327889
2019,2,"Ottawa-Gatineau, Quebec",0.906082725,-0.103031729,-0.037687305,54.80151918,72.69864708,-0.246182407
2019,2,QuebecCity,0.935764354,-0.046976836,-0.022911738,51.50683976,52.29023893,-0.014981748
2019,2,Regina,0.936630978,0.010425371,-0.006632173,74.45095802,74.89355663,-0.005909702
2019,2,Saskatoon,0.962554194,-0.002617112,-0.033474012,65.95374989,64.95727512,0.015340464
2019,2,Sherbrooke,0.998708449,0.016337733,0.038330947,52.28538613,54.36913143,-0.038325889
2019,2,St.Catherine,1.031299096,-0.028598069,0.010510726,54.63316222,57.53814777,-0.050487992
2019,2,StJohn,1.252951669,-0.005018732,0.017971575,54.77517181,56.14711476,-0.02443479
2019,2,Toronto,0.940746612,-6.68E-04,-0.004685034,70.99146434,73.48491636,-0.033931481
2019,2,Vancouver,0.955921502,0.001664887,-0.03027803,66.01179502,65.21953748,0.012147549
2019,2,Victoria,0.878072495,-0.123036741,-0.093110718,53.23180381,55.79310879,-0.045907192
2019,2,WhiteHorse,0.920130779,0.103762133,0.091626309,76.69946706,76.46016414,0.003129772
2019,2,Windsor,0.907505093,-0.021278832,6.70E-04,50.79787419,52.69022283,-0.035914607
2019,2,WinniPeg,1.07420564,0.061289652,0.023638502,65.19342179,63.8616439,0.020854112
2019,2,YellowKnife,1.018675469,0.058343306,0.038159,88.91116352,89.53569342,-0.006975206
2019,3,Calgary,0.944472917,-0.023024041,0.008389028,62.90708213,66.78439042,-0.058057104
2019,3,Charlottetown,0.867396346,0.027448554,0.054096066,45.2025117,45.63629047,-0.009505128
2019,3,Edmonton,0.933719449,-0.013251568,-0.001077009,63.76522907,66.24694802,-0.037461634
2019,3,GreaterSudbury,0.93360891,0.070918714,0.043403362,61.84545299,61.79059273,8.88E-04
2019,3,Halifax,0.943215103,0.007887692,0.016480638,50.95281814,52.01026978,-0.020331593
2019,3,Hamilton,0.909212432,0.027207329,0.041579154,72.33521544,72.21629798,0.001646685
2019,3,Iqaluit,1.121849782,0.05994999,0.061482422,91.46269616,90.20386381,0.013955415
2019,3,Kelowna,0.957141522,-0.020684034,0.030013398,62.30070937,65.94861221,-0.055314323
2019,3,Kitchener-Cambridge-Waterloo,0.904706589,0.129457119,0.06096743,74.50037292,71.63509295,0.039998273
2019,3,London,0.886831422,0.011892327,0.043629407,61.11385463,63.36357781,-0.03550499
2019,3,Moncton,0.994094476,-0.028601468,-0.015891771,54.53518378,48.70610131,0.119678691
2019,3,Montreal,1.025789168,0.080765663,0.069969956,69.30698867,69.00536981,0.004370948
2019,3,Oshawa,0.960440654,0.014426323,0.037602968,55.54357678,57.6635018,-0.036763723
2019,3,"Ottawa-Gatineau, Ontario",0.849525285,0.060217698,0.036908787,84.88442865,81.3966347,0.042849363
2019,3,"Ottawa-Gatineau, Quebec",0.987353232,-0.023600188,0.054587377,55.14074766,74.06755735,-0.255534412
2019,3,QuebecCity,1.058529566,0.094927084,0.08774321,53.34071712,52.63597563,0.01338897
2019,3,Regina,0.90544956,0.032783516,0.005370162,74.27688085,74.24623415,4.13E-04
2019,3,Saskatoon,0.890455076,-0.014263434,-0.040330839,66.23453762,65.60169406,0.009646756
2019,3,Sherbrooke,1.022305835,0.056538318,0.067709658,52.75788277,54.02672405,-0.023485438
2019,3,St.Catherine,1.068169556,0.016059048,0.041617408,55.9737399,57.66728833,-0.029367575
2019,3,StJohn,1.269589945,0.004011048,0.015953955,56.3181673,57.06794662,-0.013138362
2019,3,Toronto,0.896975534,0.030181841,0.038689732,69.46714073,72.101401,-0.036535494
2019,3,Vancouver,0.972483554,0.025546059,0.062923756,64.74716167,68.70464742,-0.057601427
2019,3,Victoria,0.983221345,-0.006050589,0.008528568,53.32138076,54.04355221,-0.013362768
2019,3,WhiteHorse,0.813511336,0.044526554,0.061304089,72.88194177,73.75950404,-0.011897616
2019,3,Windsor,0.889574324,0.014385045,0.030501216,51.25586843,53.16271819,-0.035868177
2019,3,WinniPeg,0.977735832,0.025482597,0.026111687,61.87251598,62.53046959,-0.010522128
2019,3,YellowKnife,0.987978804,-0.110495815,-0.006794064,83.76637368,95.22539225,-0.120335746
2019,4,Calgary,1.103563706,0.002316353,0.049608889,69.61523696,74.77468686,-0.068999953
2019,4,Charlottetown,1.083708656,0.027190999,0.050509801,55.23773683,54.14269582,0.020225092
2019,4,Edmonton,1.120407262,0.017586463,0.033877041,71.07112004,74.09832332,-0.04085387
2019,4,GreaterSudbury,1.019208041,-0.045412839,-0.008471827,65.2795647,69.46314331,-0.060227315
2019,4,Halifax,1.200278503,0.019940704,0.033521272,59.66951869,60.38656878,-0.011874331
2019,4,Hamilton,1.075290643,-0.035603798,-0.018655631,79.2575623,75.97588163,0.043193716
2019,4,Iqaluit,1.121768208,0.002093419,0.025026012,91.8557682,93.48235622,-0.017399947
2019,4,Kelowna,1.122288719,0.013489557,0.034239854,71.20843204,72.77826351,-0.021570059
2019,4,Kitchener-Cambridge-Waterloo,1.052306897,0.034473201,7.45E-05,79.94783402,79.67311293,0.003448103
2019,4,London,1.083102928,-0.014124775,0.003701883,64.28154682,64.87163525,-0.009096247
2019,4,Moncton,1.083733954,-0.031872317,-0.022781548,58.13451565,53.26411731,0.091438638
2019,4,Montreal,1.073835962,0.060633425,0.054448898,72.7254745,72.43799533,0.003968624
2019,4,Oshawa,1.010230217,-0.051481919,-0.006035605,57.26700726,60.87695302,-0.059299055
2019,4,"Ottawa-Gatineau, Ontario",1.082393327,0.005720518,0.002599411,102.8309713,102.0009237,0.008137648
2019,4,"Ottawa-Gatineau, Quebec",0.943277059,-0.045089315,0.009397101,56.5091831,76.54358667,-0.2617385
2019,4,QuebecCity,1.026649644,-0.002236005,0.007980131,54.2804896,54.80527537,-0.009575461
2019,4,Regina,1.06728115,-0.021478256,-0.019886251,83.12965163,84.57757081,-0.017119423
2019,4,Saskatoon,1.057290847,0.002496939,-0.024462886,71.75557299,71.10261272,0.009183351
2019,4,Sherbrooke,1.04185888,0.04315797,0.038839586,55.55290965,55.69941816,-0.002630342
2019,4,St.Catherine,1.106894031,-0.013836679,0.00661291,59.20077436,61.04521021,-0.03021426
2019,4,StJohn,1.39872955,-0.005723077,0.020788814,61.60668584,62.38315525,-0.01244678
2019,4,Toronto,1.029591458,-0.03495103,-0.027027183,77.37996799,80.1126122,-0.034110038
2019,4,Vancouver,1.145318676,0.019966841,0.044423195,71.74496271,75.19830249,-0.045923108
2019,4,Victoria,1.100483302,0.021101261,0.045372244,57.01591528,58.1936374,-0.020237988
2019,4,WhiteHorse,1.031948151,0.012316333,0.07618303,86.85583827,89.23886771,-0.026703941
2019,4,Windsor,1.050573298,0.015413894,0.028153723,57.57550375,58.97486043,-0.02372802
2019,4,WinniPeg,1.221721641,-0.003903474,-2.33E-04,72.09722473,73.16971762,-0.014657606
2019,4,YellowKnife,1.269141973,5.99E-04,0.015533081,103.3903155,106.8161405,-0.032072167
2019,5,Calgary,1.051228661,0.018234925,0.021267978,65.95984881,68.07486257,-0.031068939
2019,5,Charlottetown,0.913730302,0.055672968,0.085680831,47.34260423,48.49852307,-0.023834104
2019,5,Edmonton,1.020931008,-0.004756286,-0.006159386,66.84885464,68.22698386,-0.020199181
2019,5,GreaterSudbury,1.08862729,0.082574948,0.050643961,65.68851834,65.07853336,0.00937306
2019,5,Halifax,1.025577277,0.007194524,0.023307719,53.83331106,55.07091678,-0.022472946
2019,5,Hamilton,1.034125451,0.025547658,0.035821289,73.99846464,73.03775703,0.013153575
2019,5,Iqaluit,1.065523325,0.035571661,-0.024992948,94.31005886,86.58890639,0.089170227
2019,5,Kelowna,1.036284457,0.022991251,0.021490256,65.35315008,65.53074554,-0.002710109
2019,5,Kitchener-Cambridge-Waterloo,0.964936453,0.054824672,0.051295657,73.12196774,74.63964638,-0.020333411
2019,5,London,0.990253216,0.035891848,0.038219238,60.02479785,60.14537189,-0.00200471
2019,5,Moncton,1.034965525,0.049260173,0.02017083,56.6177533,49.65167575,0.140298942
2019,5,Montreal,1.079375706,0.085327358,0.073937421,71.87321225,71.40224269,0.006596005
2019,5,Oshawa,1.035595982,0.028498869,0.046304778,56.65052819,58.28649074,-0.028067611
2019,5,"Ottawa-Gatineau, Ontario",1.083275253,0.054513752,0.042454077,98.4233946,96.05274158,0.024680743
2019,5,"Ottawa-Gatineau, Quebec",0.976013454,0.013164045,0.068219157,56.39782637,76.2306472,-0.260168601
2019,5,QuebecCity,1.180788647,0.098522348,0.083273363,56.29565951,54.73353893,0.028540464
2019,5,Regina,1.024420684,0.103315709,0.072224977,78.16934703,77.27441165,0.011581264
2019,5,Saskatoon,0.995769149,0.013327513,-0.006426234,66.30616496,66.34210439,-5.42E-04
2019,5,Sherbrooke,1.09858134,0.104129652,0.101069016,55.79328596,56.04868794,-0.004556788
2019,5,St.Catherine,1.134508012,0.03702445,0.048536601,57.4046123,58.23565408,-0.014270326
2019,5,StJohn,1.254634918,0.004586688,0.004376875,56.08643587,55.93335024,0.002736929
2019,5,Toronto,1.02683763,0.056650671,0.052962646,74.13724116,76.115885,-0.02599515
2019,5,Vancouver,1.048141368,0.033979252,0.035451157,66.85510491,68.42488159,-0.022941606
2019,5,Victoria,1.060010936,-0.004667864,0.025413359,54.47224853,56.10044395,-0.029022862
2019,5,WhiteHorse,0.928744824,-0.091617919,0.035400414,77.93552922,82.54757009,-0.05587131
2019,5,Windsor,0.978551389,0.006047131,0.007905507,53.97252751,55.20193758,-0.02227114
2019,5,WinniPeg,1.052689948,0.091881776,0.074123387,63.66853566,63.33896302,0.005203316
2019,5,YellowKnife,1.109026895,-0.028933652,-0.011697167,91.16278211,93.95833365,-0.029753098
2019,6,Calgary,1.079663825,0.028558939,0.04429244,65.39275556,68.2995756,-0.042559855
2019,6,Charlottetown,0.972873103,0.064600367,0.046665179,48.56205021,47.57326929,0.02078438
2019,6,Edmonton,1.069742797,0.005904254,0.019051628,66.39673022,68.87810092,-0.036025539
2019,6,GreaterSudbury,1.009822357,-0.005966184,-0.001813729,62.02349536,63.85729352,-0.028717129
2019,6,Halifax,1.098789861,0.033964811,0.038757885,53.68424979,54.0608301,-0.006965863
2019,6,Hamilton,1.041832482,0.029266599,0.032381942,74.1051153,72.61615523,0.020504529
2019,6,Iqaluit,1.215140126,0.204820694,0.027499231,102.6230118,86.49643594,0.186442085
2019,6,Kelowna,1.055090223,0.003725679,0.001681244,65.24598505,65.52087891,-0.004195515
2019,6,Kitchener-Cambridge-Waterloo,0.966669186,0.031298534,0.009685633,71.78341066,71.66392122,0.001667358
2019,6,London,1.001024415,0.027160069,0.027945407,60.5039648,60.31532019,0.00312764
2019,6,Moncton,1.10723762,0.014295594,0.00590054,57.23027347,50.48995734,0.133498154
2019,6,Montreal,1.078847015,0.089440539,0.077285861,72.70327047,72.34602528,0.004938007
2019,6,Oshawa,1.019690044,-2.51E-04,0.024118838,56.1115785,58.06281031,-0.033605535
2019,6,"Ottawa-Gatineau, Ontario",1.276464542,0.020689777,0.022763775,118.3777813,118.0387813,0.002871938
2019,6,"Ottawa-Gatineau, Quebec",0.958671422,-0.049812294,-0.004669773,56.75911529,75.94694488,-0.252647814
2019,6,QuebecCity,1.043175956,0.00595158,0.007661582,54.26247158,53.86507208,0.007377684
2019,6,Regina,1.045348977,0.007389888,-0.008738813,77.37706946,78.11241644,-0.009413958
2019,6,Saskatoon,1.041996796,9.32E-04,-0.026080301,67.15518651,67.19794788,-6.36E-04
2019,6,Sherbrooke,1.033128266,0.015463241,0.063345433,54.51449347,57.16789594,-0.046414205
2019,6,St.Catherine,1.150821045,-3.10E-04,0.043829054,55.01163092,58.71426334,-0.06306189
2019,6,StJohn,1.31027922,0.031690096,0.038411313,54.65444858,55.47290679,-0.014754197
2019,6,Toronto,0.996632208,0.014330221,0.03315717,71.91777405,75.32041803,-0.045175585
2019,6,Vancouver,1.060778727,0.010541993,0.01335545,66.7202968,68.29075341,-0.022996621
2019,6,Victoria,1.098387995,0.003397954,0.010008645,55.33046327,56.4659409,-0.020109071
2019,6,WhiteHorse,0.954172218,-0.078732137,0.005940572,77.05976573,77.72090366,-0.008506565
2019,6,Windsor,0.947911261,0.02161491,0.017136001,51.96013881,52.60932646,-0.012339783
2019,6,WinniPeg,1.078347513,-6.94E-04,0.007522105,63.70362097,65.09327754,-0.021348696
2019,6,YellowKnife,1.081773261,-0.057184178,-0.047091951,91.07448738,94.71836733,-0.038470679
