Dimension_Name,Dimension_Category,Tab,Measure,Year,Value
Manitoba,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,16893
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2009,66532
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2010,65550
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2011,65964
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2012,68991
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2013,70771
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2014,73086
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2015,74961
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2016,71120
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2017,74842
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2018,75590
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2019,72191
Saskatchewan,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,60509
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2009,233304
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2010,242662
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2011,252797
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2012,259880
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2013,267488
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2014,272232
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2015,271540
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2016,253699
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2017,261735
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2018,264185
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2019,264872
Alberta,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,242358
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2009,62527
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2010,65768
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2011,64649
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2012,65754
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2013,66153
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2014,67026
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2015,67725
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2016,67183
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2017,66777
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2018,68499
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2019,66895
Colombie-Britannique,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,60840
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2009,445
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2010,509
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2011,550
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2012,560
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2013,484
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2014,360
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2015,390
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2016,392
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2017,412
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2018,470
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2019,499
Yukon,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,403
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2009,1698
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2010,1765
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2011,1864
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2012,1894
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2013,1866
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2014,1894
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2015,1901
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2016,1806
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2017,2032
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2018,1988
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2019,2156
Territoires du Nord-Ouest,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,1700
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2009,412
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2010,437
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2011,428
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2012,488
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2013,614
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2014,605
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2015,559
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2016,622
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2017,651
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2018,716
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2019,904
Nunavut,Géographie,Émissions de GES,"Émissions de gaz à effet de serre (GES) (kilotonnes d’équivalents de dioxyde de carbone [CO2]), par région",2020,768
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2009,8332415
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2010,8540678
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2011,8770396
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2012,8773677
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2013,8813101
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2014,8944176
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2015,9019823
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2016,8733835
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2017,8957774
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2018,9212617
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2019,9180402
National (tous secteurs confondus),Géographie,Consommation d’énergie,"Consommation d’énergie (térajoules), par région",2020,8443192
